admirals 0.57 3.19552 8
admiralty 0.67 3.22185 9
admiration 2.1 3.49109 10
admire 14.16 4.18061 6
admired 3.67 3.66901 7
admiring 2.76 3.57573 8
admissible 0.73 3.23691 10
admission 3.55 3.65792 9
admissions 2.18 3.50194 10
admit 59.2 4.77957 5
admittance 0.67 3.22185 10
admitted 9.16 4.00676 8
admittedly 0.92 3.28366 10
admitting 3.08 3.61049 9
adolescence 0.86 3.27015 11
adolescent 1.84 3.4538 10
adolescents 0.57 3.19552 11
adopt 4.67 3.75333 5
adopted 8.43 3.97457 7
adopting 1.18 3.33775 8
adoption 4.69 3.75483 8
adoptive 0.59 3.20091 8
adorable 10.53 4.06181 8
adoration 0.59 3.20091 9
adore 7.73 3.94079 5
adored 2.45 3.53794 6
adoring 0.69 3.22693 7
adrenal 0.31 3.1185 7
adrenaline 3.29 3.63287 10
adrift 1 3.30103 6
adulation 0.27 3.10534 9
adulterer 0.39 3.14369 9
adulterous 0.33 3.12494 10
adultery 1.94 3.46852 8
adulthood 0.73 3.23691 9
adults 9.57 4.02402 6
advance 15.98 4.22995 7
advanced 8.84 3.99313 8
advancement 1.24 3.34933 11
advances 2.9 3.59128 8
advancing 1.49 3.39623 9
advantage 22.06 4.36284 9
advantageous 0.39 3.14369 12
advantages 2.82 3.58246 10
adventure 13.43 4.15931 9
adventurer 0.73 3.23691 10
adventures 3.61 3.6635 10
adventurous 1.22 3.34551 11
adversaries 0.61 3.20624 11
adversary 1.51 3.39964 9
adverse 0.71 3.23195 7
adversity 1.06 3.31362 9
advertise 1.65 3.42276 9
advertised 1.02 3.30527 10
advertisement 1.2 3.34165 13
advertisements 0.49 3.17324 14
advertisers 0.47 3.16749 11
advertising 7.43 3.9259 11
advice 47.98 4.69002 6
advisable 0.78 3.25147 9
advised 5.24 3.79486 7
advisement 0.76 3.24667 10
adviser 1.04 3.30946 7
advises 0.47 3.16749 7
advising 1.33 3.36798 8
advisor 4.41 3.73334 7
advisors 1.29 3.36062 8
advisory 1 3.30103 8
advocacy 0.29 3.11197 8
advocate 2.22 3.50727 8
advocated 0.35 3.13128 9
advocates 0.33 3.12494 9
advocating 0.33 3.12494 10
aeon 0.49 3.17324 4
aerial 2.53 3.5477 6
aerobics 1.55 3.40637 8
aerodynamic 0.43 3.15575 11
aerodynamics 0.31 3.1185 12
aerosol 0.27 3.10534 7
aerospace 1.08 3.31774 9
aesthetic 0.67 3.22185 9
aesthetics 0.29 3.11197 10
afar 1.16 3.33382 4
affairs 14.65 4.19443 7
affect 11.14 4.08412 6
affected 6.76 3.89013 8
affecting 2.55 3.55011 9
affection 8.45 3.97548 9
affectionate 2.25 3.51254 12
affectionately 0.61 3.20624 14
affections 1.2 3.34165 10
affects 4.78 3.76225 7
affidavit 1.96 3.47141 9
affidavits 0.61 3.20624 10
affiliate 0.29 3.11197 9
affiliated 0.78 3.25147 10
affiliates 0.33 3.12494 10
affiliation 0.49 3.17324 11
affiliations 0.27 3.10534 12
affinity 0.57 3.19552 8
affirm 0.33 3.12494 6
affirmation 0.53 3.18452 11
affirmative 4.73 3.75781 11
afflicted 1.27 3.35689 9
affliction 1.18 3.33775 10
affluent 0.29 3.11197 8
afford 44.43 4.65736 6
affordable 0.65 3.21671 10
afforded 0.53 3.18452 8
affords 0.27 3.10534 7
affront 0.59 3.20091 7
afghan 0.57 3.19552 6
aflame 0.33 3.12494 6
afloat 1.67 3.42597 6
afoot 1.02 3.30527 5
aforementioned 0.47 3.16749 14
afraid 247.67 5.39562 6
after 682.59 5.83479 5
afterglow 0.31 3.1185 9
afterlife 1.59 3.413 9
aftermath 1.04 3.30946 9
afternoon 91.49 4.9661 9
afternoons 1.98 3.47427 10
aftershave 1.08 3.31774 10
afterward 2.2 3.50462 9
afterwards 14 4.17609 10
again 792.71 5.89966 5
against 201.73 5.30691 7
age 79.2 4.90415 3
ageing 0.33 3.12494 6
ageless 0.29 3.11197 7
agencies 3.22 3.62487 8
agency 19.43 4.3103 6
agenda 7.31 3.9198 6
agendas 0.41 3.14976 7
agent 102.65 5.01556 5
agents 21.06 4.34358 6
aggravate 0.73 3.23691 9
aggravated 1.25 3.35313 10
aggravating 0.47 3.16749 11
aggravation 1.16 3.33382 11
aggression 2.8 3.58023 10
aggressive 7.94 3.95139 10
aggressively 0.69 3.22693 12
aggressiveness 0.39 3.14369 14
aggressor 0.57 3.19552 9
aggressors 0.29 3.11197 10
agile 0.39 3.14369 5
agility 0.45 3.16166 7
agitate 0.43 3.15575 7
agitated 2.51 3.54528 8
agitation 0.49 3.17324 9
aglow 0.47 3.16749 5
agonizing 0.71 3.23195 9
agony 3.75 3.67625 5
agreeable 1.59 3.413 9
agreeing 2.08 3.48833 8
agreement 17.49 4.26694 9
agreements 0.8 3.25622 10
agricultural 0.94 3.28807 12
agriculture 1.1 3.32181 11
aground 0.49 3.17324 7
ahead 198.33 5.29958 5
aided 0.65 3.21671 5
aiding 1.06 3.31362 6
ailing 0.51 3.17892 6
ailment 0.51 3.17892 7
ailments 0.61 3.20624 8
aiming 3.78 3.67982 6
aimlessly 0.41 3.14976 9
airborne 4.22 3.71731 8
aircraft 9.45 4.01916 8
aired 0.88 3.2747 5
airfield 2.31 3.52032 8
airhead 0.53 3.18452 7
airing 0.63 3.21151 6
airlift 0.27 3.10534 7
airline 6.49 3.87449 7
airliner 0.57 3.19552 8
airlines 3.75 3.67625 8
airmail 0.33 3.12494 7
airplanes 3.22 3.62487 9
airport 38.04 4.5915 7
airports 1.37 3.37522 8
airship 0.59 3.20091 7
airsick 0.31 3.1185 7
airspace 1.61 3.41628 8
airstrip 1.12 3.32585 8
airtight 1.12 3.32585 8
airwaves 0.53 3.18452 8
airway 1.63 3.41953 6
airways 0.88 3.2747 7
airy 0.31 3.1185 4
aisle 7.43 3.9259 5
alabaster 0.67 3.22185 9
alarmed 2.96 3.59778 7
alarmist 0.33 3.12494 8
alarms 3.08 3.61049 6
albatross 0.78 3.25147 9
albeit 0.75 3.24182 6
albino 1.16 3.33382 6
album 10.24 4.05058 5
albums 2.33 3.52288 6
alchemist 0.27 3.10534 9
alcohol 16.57 4.24474 7
alcoholic 6.2 3.8571 9
alcoholics 1.06 3.31362 10
alcoholism 0.84 3.26556 10
alcove 0.47 3.16749 6
alderman 0.8 3.25622 8
alfalfa 0.65 3.21671 7
algebra 1.76 3.44165 7
alias 4.08 3.70573 5
aliases 0.84 3.26556 7
alibi 8.35 3.97095 5
alibis 1.14 3.32986 6
alienate 0.57 3.19552 8
alienated 0.8 3.25622 9
alienating 0.51 3.17892 10
alienation 0.43 3.15575 10
alight 0.41 3.14976 6
alike 11.35 4.09177 5
alimony 2.59 3.55488 7
alive 154.47 5.19165 5
alkali 0.35 3.13128 6
alkaline 0.31 3.1185 8
all 5161.86 6.71289 3
allay 0.33 3.12494 5
allegation 0.53 3.18452 10
allegations 2.16 3.49926 11
alleged 3.98 3.69726 7
allegedly 2.22 3.50727 9
allegiance 3.12 3.61465 10
alleging 0.31 3.1185 8
allegro 0.51 3.17892 7
alleluia 0.61 3.20624 8
allergic 8.1 3.95895 8
alleviate 0.45 3.16166 9
alley 16.29 4.2379 5
alleys 1.14 3.32986 6
alleyway 0.78 3.25147 8
alliance 9.12 4.00508 8
alliances 0.31 3.1185 9
allied 2.88 3.5891 6
allies 5.1 3.78519 6
alligator 3.49 3.65227 9
alligators 1.27 3.35689 10
allotment 0.37 3.13753 9
allow 44.37 4.65679 5
allowance 5.2 3.79212 9
allowances 0.49 3.17324 10
allowed 44.82 4.66109 7
allowing 4.9 3.771 8
alluded 0.27 3.10534 7
alluring 0.41 3.14976 8
ally 32.67 4.5272 4
almanac 0.84 3.26556 7
almighty 8.75 3.98879 8
almond 1.1 3.32181 6
almonds 1.35 3.37161 7
almost 193.27 5.28842 6
aloe 0.29 3.11197 4
aloha 2.92 3.59346 5
alone 308.53 5.4907 5
alongside 3.76 3.67804 9
aloud 1.84 3.4538 5
alpha 8.12 3.95988 5
alphabet 2.49 3.54285 8
alphabetical 0.86 3.27015 12
alphabetically 0.59 3.20091 14
alphabetized 0.27 3.10534 12
already 318.55 5.50454 7
alright 79.29 4.90468 7
altar 5.08 3.78379 5
alteration 0.71 3.23195 10
alterations 0.94 3.28807 11
altercation 0.73 3.23691 11
alternate 3.53 3.65604 9
alternating 0.41 3.14976 11
alternative 9.33 4.01424 11
alternatives 1.63 3.41953 12
alternator 0.35 3.13128 10
although 42.02 4.63367 8
altimeter 0.45 3.16166 9
alto 1.35 3.37161 4
altogether 6.41 3.86992 10
altruistic 0.35 3.13128 10
aluminum 2.25 3.51254 8
alumnus 0.47 3.16749 7
always 655.25 5.81707 6
amassed 0.39 3.14369 7
amateurish 0.37 3.13753 10
amateurs 3.45 3.64846 8
amaze 1.61 3.41628 5
amazed 5.12 3.78658 6
amazement 0.71 3.23195 9
amazes 0.84 3.26556 6
amazing 81.71 4.91754 7
amazingly 1.78 3.44472 9
amazon 2.9 3.59128 6
ambassador 13.51 4.16166 10
ambassadors 0.84 3.26556 11
amber 9.27 4.01176 5
ambience 0.73 3.23691 8
ambient 0.51 3.17892 7
ambiguity 0.27 3.10534 9
ambiguous 0.73 3.23691 9
ambition 5.35 3.80297 8
ambitions 1.82 3.45079 9
ambitious 4.76 3.76078 9
ambrosia 0.96 3.29243 8
ambulance 22.41 4.36943 9
ambulances 1.25 3.35313 10
ambush 5.43 3.8083 6
ambushed 2.14 3.49655 8
amended 0.37 3.13753 7
amendment 4.1 3.7074 9
amendments 0.37 3.13753 10
amends 1.84 3.4538 6
amenities 0.76 3.24667 9
amiable 0.59 3.20091 7
amidships 0.29 3.11197 9
amigo 5.08 3.78379 5
amigos 2.12 3.49383 6
amiss 0.75 3.24182 5
amity 0.53 3.18452 5
ammo 5.37 3.80431 4
ammonia 1.49 3.39623 7
ammunition 5.88 3.83774 10
amnesia 3.71 3.67264 7
amnesty 1.33 3.36798 7
amoeba 0.31 3.1185 6
amongst 7.14 3.91048 7
amorous 0.92 3.28366 7
amount 24.75 4.41069 6
amounts 3.55 3.65792 7
amour 1.86 3.45678 5
amphetamine 0.29 3.11197 11
amphetamines 0.51 3.17892 12
amphibian 0.39 3.14369 9
amphibious 0.59 3.20091 10
amplified 0.31 3.1185 9
amplifier 0.31 3.1185 9
amplify 0.37 3.13753 7
ampoules 0.29 3.11197 8
ampule 0.37 3.13753 6
amputate 0.86 3.27015 8
amputated 0.47 3.16749 9
amputation 0.84 3.26556 10
amuck 0.51 3.17892 5
amulets 0.29 3.11197 7
amuse 2.61 3.55725 5
amusement 3.75 3.67625 9
amusing 9.2 4.00843 7
anaconda 0.47 3.16749 8
anaesthesia 0.29 3.11197 11
anaesthetic 0.43 3.15575 11
anagram 0.51 3.17892 7
analogy 1.14 3.32986 7
analysis 11.04 4.0806 8
analyst 3.47 3.65036 7
analysts 1.1 3.32181 8
analytical 0.59 3.20091 10
analyze 3.24 3.62688 7
analyzed 2.16 3.49926 8
analyzer 0.51 3.17892 8
analyzing 1.82 3.45079 9
anarchist 0.57 3.19552 9
anarchists 0.31 3.1185 10
anarchy 2.02 3.47995 7
anatomical 0.31 3.1185 10
anatomically 0.31 3.1185 12
anatomy 3.2 3.62284 7
ancestor 1.69 3.42915 8
ancestors 5.47 3.81094 9
ancestry 0.47 3.16749 8
anchorage 0.71 3.23195 9
anchored 0.71 3.23195 8
anchorman 0.35 3.13128 9
anchors 0.78 3.25147 7
anchorwoman 0.27 3.10534 11
anchovies 0.98 3.29675 9
ancient 21.67 4.35539 7
android 0.88 3.2747 7
androids 0.43 3.15575 8
anecdotal 0.37 3.13753 9
anecdote 1.08 3.31774 8
anecdotes 0.78 3.25147 9
anemia 0.69 3.22693 6
anesthesia 1.98 3.47427 10
anesthesiologist 0.53 3.18452 16
anesthetic 1.33 3.36798 10
anesthetize 0.27 3.10534 11
aneurysm 1.98 3.47427 8
angelic 0.57 3.19552 7
angina 0.9 3.2792 6
angioplasty 0.31 3.1185 11
angler 0.37 3.13753 6
angling 0.43 3.15575 7
angrily 0.39 3.14369 7
anguish 2.16 3.49926 7
animals 39.08 4.60291 7
animation 1.22 3.34551 9
animosity 0.61 3.20624 9
ankle 8.02 3.95519 5
ankles 4.29 3.72379 6
anklet 0.41 3.14976 6
annals 0.65 3.21671 6
annex 0.84 3.26556 5
annihilate 0.71 3.23195 10
annihilated 0.63 3.21151 11
annihilation 0.8 3.25622 12
anniversaries 0.55 3.19006 13
anniversary 18.41 4.28807 11
announce 9.76 4.032 8
announced 5.67 3.82391 9
announcement 10.29 4.05285 12
announcements 1.33 3.36798 13
announcer 11.25 4.08831 9
announces 1.14 3.32986 9
announcing 2.49 3.54285 10
annoyance 0.49 3.17324 9
annoyed 3.43 3.64654 7
annoying 11.12 4.08342 8
annoys 0.61 3.20624 6
annual 7.2 3.91361 6
annually 0.49 3.17324 8
annuity 0.35 3.13128 7
annul 0.51 3.17892 5
annulled 0.82 3.26091 8
annulment 1.49 3.39623 9
anointed 0.75 3.24182 8
anomalies 0.75 3.24182 9
anomalous 0.33 3.12494 9
anomaly 1.24 3.34933 7
anonymity 0.9 3.2792 9
anonymous 8.41 3.97367 9
anonymously 0.69 3.22693 11
anorexic 0.57 3.19552 8
another 509.22 5.70775 7
answer 176.2 5.24845 6
answered 15.2 4.20941 8
answering 14.02 4.17666 9
antacid 0.31 3.1185 7
antagonistic 0.43 3.15575 12
antagonize 0.53 3.18452 10
antarctic 0.61 3.20624 9
antelope 0.98 3.29675 8
antenna 2.39 3.53048 7
antennae 0.55 3.19006 8
antennas 0.43 3.15575 8
anterior 0.94 3.28807 8
anthem 1.88 3.45975 6
anthill 0.57 3.19552 7
anthology 0.27 3.10534 9
anthrax 1.29 3.36062 7
anthropological 0.51 3.17892 15
anthropologist 1.04 3.30946 14
anthropology 1.31 3.36431 12
antiaircraft 0.49 3.17324 12
antibiotic 0.65 3.21671 10
antibiotics 3.67 3.66901 11
antibodies 0.59 3.20091 10
anticipate 2.53 3.5477 10
anticipated 2.63 3.5596 11
anticipating 1.04 3.30946 12
anticipation 2.49 3.54285 12
antics 0.98 3.29675 6
antidepressant 0.35 3.13128 14
antidepressants 0.71 3.23195 15
antidote 4.33 3.727 8
antifreeze 0.31 3.1185 10
antigen 0.37 3.13753 7
antiquated 0.55 3.19006 10
antique 6.06 3.84873 7
antiques 2.69 3.56659 8
antiquities 0.51 3.17892 11
antiquity 0.27 3.10534 9
antiseptic 0.86 3.27015 10
antisocial 0.8 3.25622 10
antithesis 0.31 3.1185 10
antitoxin 0.35 3.13128 9
antiwar 0.31 3.1185 7
anvil 0.63 3.21151 5
anxieties 0.53 3.18452 9
anxiety 6.76 3.89013 7
anxious 14.1 4.17892 7
anxiously 0.61 3.20624 9
anybody 226.92 5.35779 7
anyhow 15.16 4.20836 6
anymore 188.18 5.27687 7
anyone 255.25 5.40867 6
anyplace 5.43 3.8083 8
anything 907.25 5.95821 8
anytime 24.47 4.40604 7
anyway 238.51 5.37932 6
anywhere 88.25 4.95063 8
aorta 1.53 3.40302 5
apart 47.02 4.68142 5
apartheid 0.37 3.13753 9
apartment 83.04 4.92448 9
apartments 4.22 3.71731 10
apathetic 0.35 3.13128 9
apathy 0.47 3.16749 6
aperitif 0.37 3.13753 8
aperture 0.27 3.10534 8
apex 0.84 3.26556 4
aphrodisiac 1.61 3.41628 11
aphrodisiacs 0.41 3.14976 12
apiece 3.96 3.69555 6
apocalypse 2.47 3.5404 10
apocalyptic 0.35 3.13128 11
apologetic 0.43 3.15575 10
apologize 49.37 4.70219 9
apologized 3.59 3.66165 10
apologizes 0.41 3.14976 10
apologizing 2.73 3.57118 11
apology 15.76 4.2244 7
apostle 1.39 3.37879 7
apostles 0.59 3.20091 8
apothecary 0.39 3.14369 10
appalled 1.16 3.33382 8
appalling 1.94 3.46852 9
apparatus 1.51 3.39964 9
apparel 0.69 3.22693 7
apparent 4.22 3.71731 8
apparently 47.35 4.68442 10
apparition 0.76 3.24667 10
appeal 13 4.14613 6
appealed 1.08 3.31774 8
appeals 2.69 3.56659 7
appear 23.37 4.3869 6
appearance 11.59 4.09996 10
appearances 3.06 3.6084 11
appeared 9.78 4.03279 8
appearing 2.33 3.52288 9
appears 21.06 4.34358 7
appease 0.49 3.17324 7
appellate 0.33 3.12494 9
appendage 0.41 3.14976 9
appendectomy 0.65 3.21671 12
appendicitis 0.94 3.28807 12
appendix 2.61 3.55725 8
appetite 8.94 3.99744 8
appetites 0.9 3.2792 9
appetizer 1.2 3.34165 9
appetizers 1.06 3.31362 10
appetizing 0.63 3.21151 10
applaud 2.14 3.49655 7
applauded 0.53 3.18452 9
applauding 0.76 3.24667 10
applause 11.29 4.0897 8
apple 23.67 4.39211 5
applejack 0.57 3.19552 9
apples 8.29 3.96821 6
applesauce 0.59 3.20091 10
appliance 0.8 3.25622 9
appliances 1.1 3.32181 10
applicable 0.27 3.10534 10
applicant 0.61 3.20624 9
applicants 0.86 3.27015 10
application 10 4.04139 11
applications 3.1 3.61258 12
applied 6.16 3.85472 7
applies 2.49 3.54285 7
apply 12.51 4.13065 5
applying 3.61 3.6635 8
appoint 2.04 3.48276 7
appointed 5.29 3.79893 9
appointing 0.43 3.15575 10
appointment 30.57 4.49926 11
appointments 3.39 3.64268 12
appraisal 0.76 3.24667 9
appreciate 85.75 4.93824 10
appreciated 5.73 3.82772 11
appreciates 3.12 3.61465 11
appreciating 0.71 3.23195 12
appreciation 5.12 3.78658 12
appreciative 0.8 3.25622 12
apprehend 1.43 3.38585 9
apprehended 2.06 3.48555 11
apprehending 0.39 3.14369 12
apprehension 0.76 3.24667 12
apprehensive 0.55 3.19006 12
apprentice 1.94 3.46852 10
apprised 0.73 3.23691 8
approach 20.98 4.34204 8
approached 4.31 3.7254 10
approaches 3.35 3.63878 10
approaching 12.8 4.14 11
appropriate 12.88 4.14246 11
appropriately 1.08 3.31774 13
appropriations 0.45 3.16166 14
approval 8.39 3.97277 8
approve 11.37 4.09246 7
approved 6.49 3.87449 8
approves 0.86 3.27015 8
approving 0.31 3.1185 9
approximate 1.25 3.35313 11
approximately 7.45 3.92691 13
apricot 0.63 3.21151 7
apricots 0.27 3.10534 8
apron 2.67 3.56427 5
apropos 0.33 3.12494 7
aptitude 1.08 3.31774 8
aptly 0.39 3.14369 5
aqua 1.37 3.37522 4
aquamarine 0.45 3.16166 10
aquarium 2.76 3.57573 8
aquatic 0.55 3.19006 7
aqueduct 0.33 3.12494 8
arbitrarily 0.33 3.12494 11
arbitrary 1.02 3.30527 9
arbitration 0.45 3.16166 11
arbor 0.76 3.24667 5
arcade 2.18 3.50194 6
arcane 0.41 3.14976 6
archaeological 0.94 3.28807 14
archaeologist 1.12 3.32585 13
archaeologists 0.53 3.18452 14
archaeology 0.76 3.24667 11
archaic 0.69 3.22693 7
archangel 0.43 3.15575 9
archbishop 3.69 3.67083 10
archdiocese 0.67 3.22185 11
archduke 0.9 3.2792 8
archeological 0.29 3.11197 13
archer 5.45 3.80963 6
archery 0.78 3.25147 7
architect 6.55 3.87789 9
architects 1.08 3.31774 10
architectural 1.27 3.35689 13
architecture 3.18 3.62081 12
archive 1.31 3.36431 7
archives 2.53 3.5477 8
arctic 1.96 3.47141 6
arduous 0.67 3.22185 7
area 74.92 4.88037 4
areas 8.94 3.99744 5
arena 3.63 3.66534 5
arenas 0.41 3.14976 6
arguably 0.37 3.13753 8
argued 2.71 3.56889 6
argues 0.39 3.14369 6
arguing 10.67 4.06695 7
argument 17 4.25527 8
argumentative 0.75 3.24182 13
arguments 4.51 3.74114 9
argyle 0.84 3.26556 6
aria 0.69 3.22693 4
aright 0.33 3.12494 6
aristocracy 0.63 3.21151 11
aristocrat 1.35 3.37161 10
aristocratic 0.73 3.23691 12
aristocrats 2.2 3.50462 11
